"",Date,Tweet_ID,Original_Tweet_Text,Updated_Clean_Text,Segment,New_Category
2313,2020-04-21,1252663373952692226,"Republicans' mismanagement of the crisis has worsened the economic fallout of the virus, leaving small business owners completely in the dark.","Republicans mismanagement of the crisis has worsened the economic fallout of the virus leaving small business owners completely in the dark ",1,0
2314,2020-04-21,1252662227997528064,"""Opening up businesses, before we have more testing, will make our businesses breeding grounds for the virus. We need to open our economy, but we need to do so in a way that protects Texans from further hardship."" -- @LorraineForTX"," Opening up businesses before we have more testing will make our businesses breeding grounds for the virus We need to open our economy but we need to do so in a way that protects Texans from further hardship LorraineForTX",1,0
2315,2020-04-20,1252295115063820288,"This is twisted. Here’s a crazy idea: at this time of global pandemic, let’s not wish for anyone’s death, even if we happen to disagree with them politically. https://t.co/LYrrgIwJQW","This is twisted Here s a crazy idea at this time of global pandemic let s not wish for anyone s death even if we happen to disagree with them politically ",1,0
2316,2020-04-20,1252279330593439745,"Millions of Americans every day are losing their jobs and as a result, are losing their health insurance.

https://t.co/3T1Nq1saMf","Millions of Americans every day are losing their jobs and as a result are losing their health insurance ",1,0
2317,2020-04-19,1251753104229490690,"2/2 And to all the Lefties defending California’s idiocy, skating alone poses ZERO public health threat to anybody. You want to enforce social distancing in public spaces, fine, but filling a skate park with sand—so nobody can use it—is authoritarian abuse of power.","2 2 And to all the Lefties defending California s idiocy skating alone poses ZERO public health threat to anybody You want to enforce social distancing in public spaces fine but filling a skate park with sand so nobody can use it is authoritarian abuse of power ",1,2.13
2318,2020-04-24,1253513252035846147,Spent the day in Clint with @RepMaryGonzalez as volunteers for the @elpasofoodbank We assembled boxes of food for families in need. We will get through this #pandemic. #txlege #Covid_19 https://t.co/apq5ERH8u8,"Spent the day in Clint with RepMaryGonzalez as volunteers for the elpasofoodbank We assembled boxes of food for families in need We will get through this pandemic txlege Covid_19 ",1,0
2319,2020-04-23,1253391588853714944,On call hosted by @MALCTx hearing from @BNHR on obstacles our #Immigrant community is facing during the #COVID19 crisis. #txlege,On call hosted by MALCTx hearing from BNHR on obstacles our Immigrant community is facing during the COVID19 crisis txlege,1,0
2320,2020-04-22,1253092631015559175,How these types of protests on #ReopenAmericaNow are moving elected leaders to prematurely open our communities during a #COVID19 #pandemic &amp; risking #publichealth is incomprehensible #txlege https://t.co/3XDvIfMGTd,"How these types of protests on ReopenAmericaNow are moving elected leaders to prematurely open our communities during a COVID19 pandemic amp risking publichealth is incomprehensible txlege ",1,0
2321,2020-04-22,1252964906992832512,Eviction info from @TRLA #Covid_19 https://t.co/sZSDE5RzVB,"Eviction info from TRLA Covid_19 ",1,0
2322,2020-04-20,1252043302448386048,"Fyi, some false advertising from @Lowes in #ElPaso. If you order curbside pickup online, when you arrive @Lowes it is NOT curbside pick up. They tell you to wait in a line of people (not 6ft. apart) to get inside the store and you have to check out at a counter. #COVID19 #txlege https://t.co/yCOYAx5uxX","Fyi some false advertising from Lowes in ElPaso If you order curbside pickup online when you arrive Lowes it is NOT curbside pick up They tell you to wait in a line of people not 6ft apart to get inside the store and you have to check out at a counter COVID19 txlege ",1,0
2323,2020-04-24,1253812048015785984,"I don’t have access to a computer. Can I still get tested for #COVID19?

@ushahmd explains the #COVID19 testing process. 

Our experts will answer your COVID19-related every M/W/F. Send your questions to ASKHCPH@phs.hctx.net

@TexasDSHS @HarrisCoJudge @ReadyHarris @hcfmo https://t.co/Pv3rFTreGG","I don t have access to a computer Can I still get tested for COVID19 ushahmd explains the COVID19 testing process Our experts will answer your COVID19 related every M W F Send your questions to ASKHCPH phs hctx net TexasDSHS HarrisCoJudge ReadyHarris hcfmo ",1,0
2324,2020-04-24,1253792930793472000,"🚨As of April 24 (4 pm), there are 5,482 confirmed cases of #COVID19 in Houston/Harris County and 84 deaths. 
A total of 1,556 patients have recovered. 
Our integrated dashboard will continue to provide updates daily https://t.co/df5gMbIsu1  
#StayHome #SaveLivesStayHome https://t.co/xmjWfOL9iB"," As of April 24 4 pm there are 5 482 confirmed cases of COVID19 in Houston Harris County and 84 deaths A total of 1 556 patients have recovered Our integrated dashboard will continue to provide updates daily ",1,0
2325,2020-04-24,1253792290084139011,ICYMI: Last week I had the chance to speak with the @TexasNursesAssn about the health care professionals who are fighting this pandemic on the front lines. Thankful for all the work they are doing to keep Texas safe. https://t.co/W17ZrFRIEV,"ICYMI Last week I had the chance to speak with the TexasNursesAssn about the health care professionals who are fighting this pandemic on the front lines Thankful for all the work they are doing to keep Texas safe ",1,0
2326,2020-04-24,1253792087830605828,"If you’re a small business that needs help, apply today here: https://t.co/oiklwrukob","If you re a small business that needs help apply today here ",1,0
2327,2020-04-24,1253779937632423939,"How can I determine if my symptoms are from allergies or #COVID19? 

@ushahmd provides insight the symptoms associated with allergies vs. COVID-19.

Got a question for our experts? Send your questions to ASKHCPH@phs.hctx.net
@ReadyHarris @TexasDSHS @hcfmo https://t.co/GG0gg5TOIm","How can I determine if my symptoms are from allergies or COVID19 ushahmd provides insight the symptoms associated with allergies vs COVID 19 Got a question for our experts Send your questions to ASKHCPH phs hctx net ReadyHarris TexasDSHS hcfmo ",1,0
2328,2020-04-24,1253762264261419010,"How do I protect my family and home if I am an essential worker?

@ushahmd shares his expert advice on how to protect your household from #COVID19 

Got a #COVID19 related question you want answered? Send them to ASKHCPH@phshctx.net.  

@ReadyHarris @HarrisCoJudge @TexasDSHS https://t.co/C8YUP4pw2U","How do I protect my family and home if I am an essential worker ushahmd shares his expert advice on how to protect your household from COVID19 Got a COVID19 related question you want answered Send them to ASKHCPH phshctx net ReadyHarris HarrisCoJudge TexasDSHS ",1,0
2329,2020-04-24,1253752867179188230,"We are offering FREE #COVID19 testing to Harris County Residents. 
In need of a test? 
✅Complete the simplified screening tool https://t.co/462aUkOdlR to get access to our drive-thru or mobile testing sites.
📞No online access? Call 832-927-7575. https://t.co/D4ul0i42rq","We are offering FREE COVID19 testing to Harris County Residents In need of a test Complete the simplified screening tool ",1,0
2330,2020-04-24,1253701840606318592,"Our newly simplified #COVID19 assessment tool makes it easier for you to get tested for #COVID19. If think you need testing, complete the screening➡️https://t.co/tW7zTPHhyz  to get tested at our drive-thru or mobile testing sites. Without the internet? Call 832-927-7575. https://t.co/SFSlNDbr3m","Our newly simplified COVID19 assessment tool makes it easier for you to get tested for COVID19 If think you need testing complete the screening ",1,0
2331,2020-04-24,1253672853897183233,"Antigen testing could be a faster, cheaper way to diagnose covid-19 | MIT Technology Review https://t.co/8s3zbg8vit","Antigen testing could be a faster cheaper way to diagnose covid 19 MIT Technology Review ",1,0
2332,2020-04-24,1253670398228643840,"SNAP program helps families purchase food they need and continues to support them during #COVID19.
#SNAP recipients will get the max amount for their household size for April &amp; May. 
SNAP,Medicaid &amp; Healthy Texas Women renewals will be done automatically.
https://t.co/IJdjc4JNk6 https://t.co/Ah2riqbFCb","SNAP program helps families purchase food they need and continues to support them during COVID19 SNAP recipients will get the max amount for their household size for April amp May SNAP Medicaid amp Healthy Texas Women renewals will be done automatically ",1,2.44
2333,2020-04-24,1253495758877270027,"COMMUNICATION PORTALS:

San Antonio COVID-19 website:
https://t.co/daX2EIUaEg

American Sign Language:
https://t.co/eSig34vyBx

COVID-19 Hotline: 210.207.5779

Text COSAGOV to 55000 for text alerts

Ready South Texas app:
https://t.co/TwU7uXMZJ4

13/14 https://t.co/bBCyOSCmaP","COMMUNICATION PORTALS San Antonio COVID 19 website ",1,0
2334,2020-04-24,1253495754800455680,"SOUTH TEXAS BLOOD &amp; TISSUE CENTER:

If you’ve recovered from COVID-19, you may be able to help others by donating plasma. If you are interested, please email COVID19@southtexasblood.org or call them at 210-731-2719.

10/14 https://t.co/UAcQa9lUql","SOUTH TEXAS BLOOD amp TISSUE CENTER If you ve recovered from COVID 19 you may be able to help others by donating plasma If you are interested please email COVID19 southtexasblood org or call them at 210 731 2719 10 14 ",1,0
2335,2020-04-24,1253495752011264000,"VENTILATOR / HOSPITAL BED CAPACITY:

567 of 712 ventilators are freely available, 80%. 20 are being used to fight COVID-19.

1596 of 4695 staffed hospital beds are freely available, 34%. 64 are currently being used in our fight against COVID-19.

8/14 https://t.co/kmuUZ2fvZV","VENTILATOR HOSPITAL BED CAPACITY 567 of 712 ventilators are freely available 80 20 are being used to fight COVID 19 1596 of 4695 staffed hospital beds are freely available 34 64 are currently being used in our fight against COVID 19 8 14 ",1,4.65
2336,2020-04-24,1253495749989539842,"EFFECTIVE NOW: Emergency order mandating face coverings in public for anyone over the age of 10 &amp; limiting essential retail to 25% of max occupancy.

Link to @CDC guide: https://t.co/peaDbGH95y

Full text: https://t.co/GsDcLjmk11

7/14 https://t.co/ltOpGu8X68","EFFECTIVE NOW Emergency order mandating face coverings in public for anyone over the age of 10 amp limiting essential retail to 25 of max occupancy Link to CDC guide ",1,0
2337,2020-04-24,1253495748240592902,"NEW: Two new drive-thru COVID-19 testing locations will open this week on the west and south sides of San Antonio.  These are in addition to Freeman Coliseum.

For more information: https://t.co/CibNHFOxcY

6/14 https://t.co/If4BBZCiOV","NEW Two new drive thru COVID 19 testing locations will open this week on the west and south sides of San Antonio These are in addition to Freeman Coliseum For more information ",1,0
2338,2020-04-24,1253495746365739011,"NEW: Today, Council approved the creation of the COVID-19 Emergency Housing Assistance Program. The program is funded with $25 million from various sources.

Residents seeking assistance should visit: https://t.co/TWQthK9tE7 or call 311

5/14 https://t.co/FHKbaaskeO","NEW Today Council approved the creation of the COVID 19 Emergency Housing Assistance Program The program is funded with 25 million from various sources Residents seeking assistance should visit ",1,0
2339,2020-04-24,1253495742993518592,"We’ve now lost 43 San Antonio residents to COVID-19. Please keep their memories in your thoughts before you decide to venture to a public space.

We are able to confirm receipt of 16,712 total test results in Bexar County.

3/14 https://t.co/xhXTQB6lQs","We ve now lost 43 San Antonio residents to COVID 19 Please keep their memories in your thoughts before you decide to venture to a public space We are able to confirm receipt of 16 712 total test results in Bexar County 3 14 ",1,0
2340,2020-04-24,1253495738887221249,"COVID-19 UPDATE:
NEW: Housing assistance &amp; Testing facilities

We are now at 1167 confirmed cases of COVID-19 in Bexar County, up 41 from yesterday.

Of the 1167:
- 16% are travel related
- 43% are close contact
- 34% are community transmission
- 7% are under investigation

1/14 https://t.co/so83EL3GLE","COVID 19 UPDATE NEW Housing assistance amp Testing facilities We are now at 1167 confirmed cases of COVID 19 in Bexar County up 41 from yesterday Of the 1167 16 are travel related 43 are close contact 34 are community transmission 7 are under investigation 1 14 ",1,0
2341,2020-04-23,1253443456590020620,"Today is the start of the holy month of #Ramadan. To everyone celebrating, we wish you peace and health. Remember that even though we are physically apart, we can still be emotionally and spiritually together. Here’s on how to celebrate safely during #COVID19. #RamadanAtHome https://t.co/6rtskzFAYY","Today is the start of the holy month of Ramadan To everyone celebrating we wish you peace and health Remember that even though we are physically apart we can still be emotionally and spiritually together Here s on how to celebrate safely during COVID19 RamadanAtHome ",1,0
2342,2020-04-23,1253430932297494534,ICYMI: Appreciated getting to check in with my friends at @IACCGHouston and others to talk about how Houston’s thriving Indo-American and Asian communities are handling #COVID19 and what the CARES Act can do for them and their small businesses https://t.co/93bEWHtcw0,"ICYMI Appreciated getting to check in with my friends at IACCGHouston and others to talk about how Houston s thriving Indo American and Asian communities are handling COVID19 and what the CARES Act can do for them and their small businesses ",1,0
2343,2020-04-23,1253430858104496138,Spoke today with @FortBendCounty and others to hear their ideas for staying safe and healthy during #COVID19 while operating the businesses that are keeping our economy afloat. Keep up the great work!,"Spoke today with FortBendCounty and others to hear their ideas for staying safe and healthy during COVID19 while operating the businesses that are keeping our economy afloat Keep up the great work ",1,0
2344,2020-04-23,1253429517047132163,"🚨As of April 23 (4 pm), there are 5,330 confirmed cases of #COVID19 in Houston/Harris County and 82 deaths. A total of 1,459 patients have recovered. Our integrated dashboard will continue to provide updates daily https://t.co/df5gMbqR5r  #StayHome #SaveLivesStayHome https://t.co/THWOiPiBbj"," As of April 23 4 pm there are 5 330 confirmed cases of COVID19 in Houston Harris County and 82 deaths A total of 1 459 patients have recovered Our integrated dashboard will continue to provide updates daily ",1,0
2345,2020-04-23,1253400426101321731,"If you think you might have #COVID19, you can get tested at no cost. Complete the newly simplified screening tool ➡️https://t.co/462aUkOdlR to get access to our drive-thru or mobile testing sites. No online access? Call 832-927-7575. https://t.co/bXTDRSsRdz","If you think you might have COVID19 you can get tested at no cost Complete the newly simplified screening tool ",1,5
2346,2020-04-23,1253393223428554755,"If you are a property manager of an apartment or rental property, tenant safety should remain your top focus during #COVID19. Enforcing safety procedures throughout your residences will help #stopthespread and #KeepHarrisCounty safe. https://t.co/zIXJOjIlAI","If you are a property manager of an apartment or rental property tenant safety should remain your top focus during COVID19 Enforcing safety procedures throughout your residences will help stopthespread and KeepHarrisCounty safe ",1,6.06
2347,2020-04-23,1253366707575558154,"Our Executive Director Dr.Shah @ushahmd is back on @HTVHouston with Dr.Persse and @HoustonHealth Director Stephen Williams updating the public on #covid19 and answer questions from our community. Live on @HTVHouston Facebook page: 
https://t.co/EqVolO8TKC https://t.co/jbxTI8QqZu","Our Executive Director Dr Shah ushahmd is back on HTVHouston with Dr Persse and HoustonHealth Director Stephen Williams updating the public on covid19 and answer questions from our community Live on HTVHouston Facebook page ",1,0
2348,2020-04-23,1253365829628026890,It’s strongly advised that individuals wear a mask while out in public. This added layer of protection will assist in #stoppingthespread of #COVID19. The graphic👇displays the benefits of wearing masks and their effect and keeping you &amp; your loved ones safe. https://t.co/8cLcGMaBx8,"It s strongly advised that individuals wear a mask while out in public This added layer of protection will assist in stoppingthespread of COVID19 The graphic displays the benefits of wearing masks and their effect and keeping you amp your loved ones safe ",1,0
2349,2020-04-23,1253341793871110149,"Staying apart is the best way to eliminate the spread of #COVID19. #Stayhome, #washyourhands and wear face coverings 😷 when you are outside of your home. We all play a HUGE role in #stoppingthespread . We can do this! We're in this together.#KeepHarrisCountyStrong https://t.co/CQHFufsPOL","Staying apart is the best way to eliminate the spread of COVID19 Stayhome washyourhands and wear face coverings when you are outside of your home We all play a HUGE role in stoppingthespread We can do this We re in this together KeepHarrisCountyStrong ",1,0
2350,2020-04-23,1253299213796085760,"Harris County Public Health has a new simplified #COVID19 assessment tool for testing. If you think you might have #COVID19, complete the screening➡️https://t.co/tW7zTPHhyz to get tested at our drive-thru or mobile testing sites.
No online access? Call 832-927-7575. https://t.co/QdNopn9Bhr","Harris County Public Health has a new simplified COVID19 assessment tool for testing If you think you might have COVID19 complete the screening ",1,4.35
2351,2020-04-23,1253280025991950338,"""Chuck Schumer and his Senate Democrats have found a go-to play in this pandemic: an old-school blockade."" Senate Democrats show sharper edge in coronavirus era https://t.co/VXXruMl33h via @politico"," Chuck Schumer and his Senate Democrats have found a go to play in this pandemic an old school blockade Senate Democrats show sharper edge in coronavirus era ",1,3.7
2352,2020-04-23,1253274025012400129,"Dr. Phil Cai’s dental practice has seen about a 90% decline in business. But he keeps busy, making N95 masks via 3-D printers and delivering them https://t.co/0ZHO4Kx56R via @WSJ","Dr Phil Cai s dental practice has seen about a 90 decline in business But he keeps busy making N95 masks via 3 D printers and delivering them ",1,0
2353,2020-04-23,1253123420612636674,"COMMUNICATION PORTALS:

San Antonio COVID-19 website:
https://t.co/daX2EIUaEg

American Sign Language:
https://t.co/eSig34vyBx

COVID-19 Hotline: 210.207.5779

Text COSAGOV to 55000 for text alerts

Ready South Texas app:
https://t.co/TwU7uXMZJ4

13/14 https://t.co/RxCQUNA46h","COMMUNICATION PORTALS San Antonio COVID 19 website ",1,0
2354,2020-04-23,1253123417219518464,"TESTING PROCEDURES AT FREEMAN:

You no longer need a doctor’s recommendation to get tested for COVID-19 at the Freeman Coliseum drive-through facility. You will still need to call 210-233-5970 between the hours of 8:00 a.m. and 5:00 p.m. to make an appointment.

10/14",TESTING PROCEDURES AT FREEMAN You no longer need a doctor s recommendation to get tested for COVID 19 at the Freeman Coliseum drive through facility You will still need to call 210 233 5970 between the hours of 8 00 a m and 5 00 p m to make an appointment 10 14,1,0
2355,2020-04-23,1253123415646625792,"SOUTH TEXAS BLOOD &amp; TISSUE CENTER:

If you’ve recovered from COVID-19, you may be able to help others by donating plasma. If you are interested, please email COVID19@southtexasblood.org or call them at 210-731-2719.

9/14 https://t.co/yyHftNln01","SOUTH TEXAS BLOOD amp TISSUE CENTER If you ve recovered from COVID 19 you may be able to help others by donating plasma If you are interested please email COVID19 southtexasblood org or call them at 210 731 2719 9 14 ",1,0
2356,2020-04-23,1253123413104869376,"VENTILATOR / HOSPITAL BED CAPACITY:

554 of 713 ventilators are freely available, 78%. 22 are being used to fight COVID-19.

1752 of 4730 staffed hospital beds are freely available, 37%. 79 are currently being used in our fight against COVID-19.

7/14 https://t.co/89SSirVwb1","VENTILATOR HOSPITAL BED CAPACITY 554 of 713 ventilators are freely available 78 22 are being used to fight COVID 19 1752 of 4730 staffed hospital beds are freely available 37 79 are currently being used in our fight against COVID 19 7 14 ",1,4.65
2357,2020-04-23,1253123411334881281,"TRANSITION TEAMS:

@Judge_wolff and I have formed two COVID-19 transition teams for the region, focused on public health and our economy.

These teams are not meant to signal an imminent resumption of businesses / activities. 

A healthy economy starts with healthy people.

6/14 https://t.co/2lnUpzOkUT","TRANSITION TEAMS Judge_wolff and I have formed two COVID 19 transition teams for the region focused on public health and our economy These teams are not meant to signal an imminent resumption of businesses activities A healthy economy starts with healthy people 6 14 ",1,0
2358,2020-04-23,1253123409438965767,"COVID-19 COMMUNITY ACTION:

All City Councilmembers and County Commissioners are working with community leaders to identify the necessary steps to recovery. 

To see notes from the working groups and to learn a little bit more about the efforts: https://t.co/cGyHE9A8e4

5/14 https://t.co/ACfYAr2Q5A","COVID 19 COMMUNITY ACTION All City Councilmembers and County Commissioners are working with community leaders to identify the necessary steps to recovery To see notes from the working groups and to learn a little bit more about the efforts ",1,0
2359,2020-04-23,1253123408109371394,"EFFECTIVE NOW: Emergency order mandating face coverings in public for anyone over the age of 10 &amp; limiting essential retail to 25% of max occupancy.

Link to @CDC guide: https://t.co/peaDbGH95y

Full text: https://t.co/GsDcLjmk11

4/14","EFFECTIVE NOW Emergency order mandating face coverings in public for anyone over the age of 10 amp limiting essential retail to 25 of max occupancy Link to CDC guide ",1,0
2360,2020-04-23,1253123403185295360,"COVID-19 UPDATE THREAD:

Good evening, San Antonio.

We are now at 1126 confirmed cases of COVID-19 in Bexar County, up 46 from yesterday.

Of the 1126:
- 17% are travel related
- 42% are close contact
- 34% are community transmission
- 7% are under investigation

1/14 https://t.co/xyqJ9pLP4t","COVID 19 UPDATE THREAD Good evening San Antonio We are now at 1126 confirmed cases of COVID 19 in Bexar County up 46 from yesterday Of the 1126 17 are travel related 42 are close contact 34 are community transmission 7 are under investigation 1 14 ",1,0
2361,2020-04-22,1253099459526918145,"Glad to join @NTxCommission earlier today to talk about how #COVID19 is affecting the intersection of government, small business, and higher ed, and what more we can do to help North Texans #TexasTogether",Glad to join NTxCommission earlier today to talk about how COVID19 is affecting the intersection of government small business and higher ed and what more we can do to help North Texans TexasTogether,1,0
2362,2020-04-22,1253099371115184134,More help is on the way for all the Texans fighting #COVID19 on the front lines. https://t.co/3psR0EwHO8,"More help is on the way for all the Texans fighting COVID19 on the front lines ",1,0
2363,2020-04-22,1253082437795577856,"🚨As of April 22 (4 pm), there are 5,211 confirmed cases of #COVID19 in Houston/Harris County and 80 deaths. A total of 1,326 patients have recovered. Our integrated dashboard will continue to provide updates daily https://t.co/df5gMbIsu1  #StayHome #SaveLivesStayHome https://t.co/V0gvoFPTw8"," As of April 22 4 pm there are 5 211 confirmed cases of COVID19 in Houston Harris County and 80 deaths A total of 1 326 patients have recovered Our integrated dashboard will continue to provide updates daily ",1,0
2364,2020-04-22,1253076615871021058,Help stop the spread of #COVID19 by properly disposing of masks and gloves. Together we can #KeepHarrisCountyStrong and litter free. #EarthDay2020 https://t.co/KiXXNYZmvA,"Help stop the spread of COVID19 by properly disposing of masks and gloves Together we can KeepHarrisCountyStrong and litter free EarthDay2020 ",1,0
2365,2020-04-22,1253048605805547521,"How can I keep myself safe during the #COVID19 Pandemic
 
@ushahmd shares valuable tips on how to keep you and your loved ones safe. If you have questions you’d like our HCPH experts to ask please send them to ASKHCPH@phs.hctx.net. https://t.co/sGd2GfIPib","How can I keep myself safe during the COVID19 Pandemic ushahmd shares valuable tips on how to keep you and your loved ones safe If you have questions you d like our HCPH experts to ask please send them to ASKHCPH phs hctx net ",1,0
2366,2020-04-22,1253037576837005313,"Chinese Agents Helped Spread Messages That Sowed Virus Panic in U.S., Officials Say https://t.co/PkvSFiLKl9","Chinese Agents Helped Spread Messages That Sowed Virus Panic in U S Officials Say ",1,0
2367,2020-04-22,1253037558310805504,"Curious about how you can get tested for #COVID?

@ushahmd shares the facts about how to get tested in Harris County
Got a COVID19 related question? 

Send your questions to ASKHCPH@phs.hctx.net. We will feature new questions and answers  videos on M/W/F @ 2PM CST. https://t.co/Hkw8xo9F1m","Curious about how you can get tested for COVID ushahmd shares the facts about how to get tested in Harris County Got a COVID19 related question Send your questions to ASKHCPH phs hctx net We will feature new questions and answers videos on M W F 2PM CST ",1,0
2368,2020-04-22,1253025896413515780,"For some life during #COVID19 has a BIG impact on stress, anxiety, finances, and isolation - putting many people in danger of violence from abusive partners or family members. You are not alone! Here are some tips to keep you or your loved ones safe. #MentalHealthMatters https://t.co/YHhgPnFLlp","For some life during COVID19 has a BIG impact on stress anxiety finances and isolation putting many people in danger of violence from abusive partners or family members You are not alone Here are some tips to keep you or your loved ones safe MentalHealthMatters ",1,0
2369,2020-04-22,1253010400393801732,Texans working in manufacturing facilities are fighting #COVID19 on the front lines to make sure we have what we need to stay home and stay safe. Thank you for all that you do. #TexasTogether https://t.co/sHmugxw4ar,"Texans working in manufacturing facilities are fighting COVID19 on the front lines to make sure we have what we need to stay home and stay safe Thank you for all that you do TexasTogether ",1,0
2370,2020-04-22,1253010303429873665,More of the Texas Spirit: Stanco Manufacturing is making personal protective equipment to help those fighting #COVID19 on the frontlines #TexasTogether https://t.co/OVGQlMUBBN,"More of the Texas Spirit Stanco Manufacturing is making personal protective equipment to help those fighting COVID19 on the frontlines TexasTogether ",1,0
2371,2020-04-22,1253010204494569473,Thanks to the South Plains Association of Governments and Lubbock @MayorDanPope for speaking with me today and sharing how local governments in West Texas are helping Texans stay safe during #COVID19,Thanks to the South Plains Association of Governments and Lubbock MayorDanPope for speaking with me today and sharing how local governments in West Texas are helping Texans stay safe during COVID19,1,0
2372,2020-04-22,1253005582719758337,"Incredible! The @SAAFdn's COVID-19 Response Fund has already awarded over $3.2 million to serve those in need.

For more information on their efforts: https://t.co/kEXayxaCcX https://t.co/npPGyvCULs","Incredible The SAAFdn s COVID 19 Response Fund has already awarded over 3 2 million to serve those in need For more information on their efforts ",1,0
2373,2020-04-22,1252992485757943808,"The threat of #COVID19 can be reduced by practicing #socialdistancing, staying 6ft apart while performing essential activities, and wash your hands! Remember, we all have an important role to #StayHome &amp; #KeepHarrisCountyStrong https://t.co/vV3P1OsAJ2","The threat of COVID19 can be reduced by practicing socialdistancing staying 6ft apart while performing essential activities and wash your hands Remember we all have an important role to StayHome amp KeepHarrisCountyStrong ",1,0
2374,2020-04-22,1252956188414795779,"Harris County Public Health encourages all residents to take advantage of the expanded #COVID19 testing capability, complete the online self-assessment ➡️https://t.co/gjL3lBatf1 and get tested at any drive thru sites or mobile testing locations at no cost. https://t.co/CitSVIg2Um","Harris County Public Health encourages all residents to take advantage of the expanded COVID19 testing capability complete the online self assessment ",1,0
2375,2020-04-22,1252914423615959041,"China bears unique responsibility for a global pandemic that will end up killing millions, writes @HolmanJenkins https://t.co/LudwmQYaEu via @WSJ","China bears unique responsibility for a global pandemic that will end up killing millions writes HolmanJenkins ",1,0
2376,2020-04-22,1252768103269912576,"COMMUNICATION PORTALS:

San Antonio COVID-19 website:
https://t.co/daX2EIUaEg

American Sign Language:
https://t.co/eSig34vyBx

COVID-19 Hotline: 210.207.5779

Text COSAGOV to 55000 for text alerts

Ready South Texas app:
https://t.co/TwU7uXMZJ4

12/14 https://t.co/gMhxKi3Wkq","COMMUNICATION PORTALS San Antonio COVID 19 website ",1,0
2377,2020-04-22,1252768099830566912,"TESTING PROCEDURES AT FREEMAN:

You no longer need a doctor’s recommendation to get tested for COVID-19 at the Freeman Coliseum drive-through facility. You will still need to call 210-233-5970 between the hours of 8:00 a.m. and 5:00 p.m. to make an appointment.

9/14",TESTING PROCEDURES AT FREEMAN You no longer need a doctor s recommendation to get tested for COVID 19 at the Freeman Coliseum drive through facility You will still need to call 210 233 5970 between the hours of 8 00 a m and 5 00 p m to make an appointment 9 14,1,0
2378,2020-04-22,1252768098396053506,"SOUTH TEXAS BLOOD &amp; TISSUE CENTER:

If you’ve recovered from COVID-19, you may be able to help others by donating plasma. If you are interested, please email COVID19@southtexasblood.org or call them at 210-731-2719.

8/14 https://t.co/UhpBXLQSTg","SOUTH TEXAS BLOOD amp TISSUE CENTER If you ve recovered from COVID 19 you may be able to help others by donating plasma If you are interested please email COVID19 southtexasblood org or call them at 210 731 2719 8 14 ",1,0
2379,2020-04-22,1252768095959232512,"VENTILATOR / HOSPITAL BED CAPACITY:

554 of 713 ventilators are freely available, 78%. 24 are being used to fight COVID-19.

1752 of 4730 staffed hospital beds are freely available, 37%. 82 are currently being used in our fight against COVID-19.

6/14 https://t.co/MY7Mghjmvu","VENTILATOR HOSPITAL BED CAPACITY 554 of 713 ventilators are freely available 78 24 are being used to fight COVID 19 1752 of 4730 staffed hospital beds are freely available 37 82 are currently being used in our fight against COVID 19 6 14 ",1,4.65
2380,2020-04-22,1252768094243753989,"TRANSITION TEAMS:

@Judge_wolff and I have formed two COVID-19 transition teams for the region, focused on public health and our economy.

These teams are not meant to signal an imminent resumption of businesses / activities. 

A healthy economy starts with healthy people.

5/14 https://t.co/yj4cuXFZtX","TRANSITION TEAMS Judge_wolff and I have formed two COVID 19 transition teams for the region focused on public health and our economy These teams are not meant to signal an imminent resumption of businesses activities A healthy economy starts with healthy people 5 14 ",1,0
2381,2020-04-22,1252768092125618177,"EFFECTIVE NOW: Emergency order mandating face coverings in public for anyone over the age of 10 &amp; limiting essential retail to 25% of max occupancy.

Link to @CDC guide: https://t.co/peaDbGH95y

Full text: https://t.co/GsDcLjmk11

4/14 https://t.co/RQaLqTKf5r","EFFECTIVE NOW Emergency order mandating face coverings in public for anyone over the age of 10 amp limiting essential retail to 25 of max occupancy Link to CDC guide ",1,0
2382,2020-04-22,1252768086429745161,"COVID-19 UPDATE THREAD:

Good evening, San Antonio.

We are now at 1080 confirmed cases of COVID-19 in Bexar County, up 51 from yesterday.

Of the 1080:
- 17% are travel related
- 42% are close contact
- 34% are community transmission
- 7% are under investigation

1/14 https://t.co/r6NnUwdLOE","COVID 19 UPDATE THREAD Good evening San Antonio We are now at 1080 confirmed cases of COVID 19 in Bexar County up 51 from yesterday Of the 1080 17 are travel related 42 are close contact 34 are community transmission 7 are under investigation 1 14 ",1,0
2383,2020-04-21,1252739876375666698,It’s advised that individuals wear a mask or facial covering when you can’t keep 6 ft distance to help stop the transmission of #COVID19 from a person infected with the virus. Remember wearing a mask does not guarantee complete protection against the infection. Get more info👇 https://t.co/qkzzvfnhdz,"It s advised that individuals wear a mask or facial covering when you can t keep 6 ft distance to help stop the transmission of COVID19 from a person infected with the virus Remember wearing a mask does not guarantee complete protection against the infection Get more info ",1,0
2384,2020-04-21,1252725604543344641,"#COVID19 Testing is available for you. If you think you might have #COVID19, complete the online screening ➡️https://t.co/7C5MCSlJFb to get tested at our drive-thru testing sites and mobile testing units located throughout the community. 
No online access? Call 832-927-7575. https://t.co/K5E9VIrmMg https://t.co/MRsSzMPnmV"," COVID19 Testing is available for you If you think you might have COVID19 complete the online screening ",1,5.88
